state,county_name,totalvotes,dem_percent,rep_percent,other_percent
New Mexico,Guadalupe,10945.0,0.5637277295568753,0.4189127455459114,0.01735952489721334
New Mexico,Harding,2525.0,0.35445544554455444,0.6316831683168317,0.013861386138613862
New Mexico,Hidalgo,9870.0,0.41691995947315097,0.5673758865248227,0.015704154002026342
New Mexico,Lea,104590.0,0.1941390190266756,0.7902763170475189,0.015584663925805528
New Mexico,Lincoln,51530.0,0.30991655346400154,0.6735882010479333,0.016495245488065205
New Mexico,Los Alamos,61465.0,0.6144960546652567,0.348002928495892,0.03750101683885138
New Mexico,Luna,40515.0,0.43971368628902874,0.543996050845366,0.01629026286560533
New Mexico,Mckinley,132430.0,0.6806992373329306,0.29453296080948427,0.024767801857585137
New Mexico,Mora,13430.0,0.6496649292628444,0.3361876396128071,0.014147431124348474
New Mexico,Otero,117855.0,0.3599762419922786,0.6160536252174282,0.023970132790293155
New Mexico,Quay,19365.0,0.3020914020139427,0.6800929512006196,0.017815646785437646
New Mexico,Rio Arriba,83140.0,0.6609333654077459,0.3252345441424104,0.013832090449843636
New Mexico,Roosevelt,33040.0,0.2726997578692494,0.701271186440678,0.026029055690072637
New Mexico,San Juan,261470.0,0.34579492867250544,0.6286380846751062,0.025566986652388417
New Mexico,San Miguel,57655.0,0.6840690313069118,0.2966785187754748,0.01925244991761339
New Mexico,Sandoval,382810.0,0.5301324416812518,0.4463572007000862,0.023510357618662
New Mexico,Santa Fe,411135.0,0.7604558113515025,0.2229073175477641,0.016636871100733336
New Mexico,Sierra,29725.0,0.3809924306139613,0.5957947855340623,0.023212783851976452
New Mexico,Socorro,35800.0,0.5198324022346369,0.454608938547486,0.025558659217877096
New Mexico,Taos,85905.0,0.7636924509632734,0.21622722775158607,0.020080321285140562
New Mexico,Torrance,36405.0,0.3219338003021563,0.6554044774069496,0.02266172229089411
New Mexico,Union,8945.0,0.21408608160983789,0.7758524315259921,0.010061486864169926
New Mexico,Valencia,161385.0,0.4418936084518388,0.537968212659169,0.020138178888992164
New York,Albany,773635.0,0.6429000756170545,0.33013630458808096,0.026963619794864502
New York,Allegany,104475.0,0.2894472361809045,0.67647762622637,0.034075137592725534
New York,Bronx,2161995.0,0.8218659155085928,0.15666086184288122,0.021473222648526014
New York,Broome,467470.0,0.5028130147389137,0.4684792607012215,0.028707724559864804
New York,Cattaraugus,175090.0,0.3392255411502656,0.6326746244788395,0.028099834370894965
New York,Cayuga,183800.0,0.4393090315560392,0.5307943416757345,0.029896626768226332
New York,Chautauqua,298850.0,0.386264012046177,0.5831186213819642,0.030617366571858793
New York,Chemung,198555.0,0.41892674573795674,0.5520384780035759,0.029034776258467426
New York,Chenango,112085.0,0.3698086273810055,0.6014185662666726,0.0287728063523219
New York,Clinton,178185.0,0.5153071246176727,0.4633947863175913,0.02129808906473609
New York,Columbia,178905.0,0.569743718733406,0.40423688549788994,0.02601939576870406
New York,Cortland,109460.0,0.4736433400328887,0.4928284304768865,0.03352822949022474
New York,Delaware,115370.0,0.3962468579353385,0.5801768223975037,0.02357631966715784
New York,Dutchess,759445.0,0.5362007781998697,0.44026888056409613,0.02353034123603421
New York,Erie,2383935.0,0.5603634327278219,0.41428772177093753,0.025348845501240596
New York,Essex,97350.0,0.5108885464817668,0.4610169491525424,0.028094504365690807
New York,Franklin,97100.0,0.4764675592173018,0.49783728115345005,0.025695159629248197
New York,Fulton,120360.0,0.3294699235626454,0.6388334995014955,0.03169657693585909
New York,Genesee,147155.0,0.32703611837858043,0.6413645475858788,0.03159933403554076
New York,Greene,126600.0,0.40860979462875197,0.5636255924170616,0.027764612954186415
New York,Hamilton,17445.0,0.33763255947262827,0.6377185439954142,0.02464889653195758
New York,Herkimer,147800.0,0.3361637347767253,0.6383626522327469,0.025473612990527743
New York,Jefferson,220645.0,0.39219107616306736,0.5807745473498153,0.027034376487117314
New York,Kings,4601900.0,0.764151763402073,0.2203133488341772,0.015534887763749755
New York,Lewis,65180.0,0.29334151580239337,0.6822644983123658,0.024393985885240874
New York,Livingston,158280.0,0.39414329037149354,0.5743618903209502,0.03149481930755623
New York,Madison,171330.0,0.4321193019319442,0.5372088951146909,0.03067180295336485
New York,Monroe,1917495.0,0.5886482102952029,0.37982106863381654,0.03153072107098063
New York,Montgomery,106230.0,0.3754589099124541,0.5998776240233455,0.02466346606420032
New York,Nassau,3691845.0,0.5369997927865335,0.4424833653633888,0.02051684185007767
New York,New York,3507025.0,0.8597600530364055,0.12144909146641385,0.01879085549718066
New York,Niagara,524330.0,0.4389315888848626,0.5346632845726927,0.026405126542444646
New York,Oneida,508480.0,0.4087378067967275,0.5622640025173065,0.028998190685966017
New York,Onondaga,1178430.0,0.5893179908861791,0.3844903812699948,0.026191627843826108
New York,Ontario,300425.0,0.48306565698593656,0.48329866023133894,0.033635682782724476
New York,Orange,866525.0,0.48864141253858806,0.4904417068174605,0.020916880643951415
New York,Orleans,91570.0,0.3050671617341924,0.6621164136726002,0.03281642459320738
New York,Oswego,274260.0,0.3854554072777656,0.585903886822723,0.028640705899511412
New York,Otsego,141115.0,0.45973142472451545,0.5095843815327924,0.03068419374269213
New York,Putnam,276590.0,0.45108283018185763,0.5293575328102968,0.01955963700784555
New York,Queens,3972490.0,0.7162233259240426,0.26767216531696747,0.016104508758989954
New York,Rensselaer,399810.0,0.512355869037793,0.45646682174032666,0.031177309221880393
New York,Richmond,1089495.0,0.4176109114773358,0.5659502797167495,0.016438808805914668
New York,Rockland,756905.0,0.5007365521432676,0.4834556516339567,0.015807796222775644
New York,Saratoga,667780.0,0.5126763305280182,0.45902093503848573,0.02830273443349606
New York,Schenectady,376905.0,0.5633382417320014,0.40780833366498187,0.028853424603016674
New York,Schoharie,79050.0,0.33807716635041113,0.6263757115749525,0.03554712207463631
New York,Schuyler,48995.0,0.3983059495866925,0.573629962241045,0.028064088172262476
New York,Seneca,78590.0,0.43987784705433264,0.5299020231581626,0.030220129787504768
New York,St. Lawrence,226335.0,0.4277067179181302,0.5436189718779685,0.028674310203901297
New York,Steuben,232580.0,0.3394530914094075,0.6336314386447673,0.02691546994582509
New York,Suffolk,3789385.0,0.4855669191702611,0.49588653567795304,0.018546545151785845
New York,Sullivan,175660.0,0.4408801093020608,0.5312820220881248,0.027837868609814412
New York,Tioga,125850.0,0.38275725069527217,0.5876440206595153,0.029598728645212555
New York,Tompkins,230240.0,0.7300859972202919,0.24096594857539957,0.02894805420430855
New York,Ulster,490800.0,0.5905664221678891,0.38294621026894865,0.02648736756316218
New York,Warren,181970.0,0.4847502335549816,0.48631642578447,0.02893334066054844
New York,Washington,141280.0,0.4092936013590034,0.5641633635334088,0.02654303510758777
New York,Wayne,225155.0,0.3876440674202216,0.5819102396127113,0.03044569296706713
New York,Westchester,2311325.0,0.6757401057834792,0.31305203725136016,0.011207856965160676
New York,Wyoming,97415.0,0.26038084483909046,0.7133398347277113,0.026279320433198174
New York,Yates,53940.0,0.3910826844642195,0.5754542083796811,0.03346310715609937
North Carolina,Alamance,1721820.0,0.45097629252767424,0.5349688120709482,0.014054895401377613
North Carolina,Alexander,404720.0,0.2048329709428741,0.7851354022534097,0.01003162680371615
North Carolina,Alleghany,121520.0,0.2445687952600395,0.7450625411454904,0.010368663594470046
North Carolina,Anson,223880.0,0.5171520457387887,0.4753439342504914,0.007504020010720028
North Carolina,Ashe,316280.0,0.26331099026179333,0.7241052232199316,0.012583786518274945
North Carolina,Avery,189160.0,0.23165574117149507,0.7582998519771623,0.010044406851342778
North Carolina,Beaufort,526300.0,0.36606498194945847,0.6246247387421622,0.00931027930837925
North Carolina,Bertie,196300.0,0.6050942435048395,0.3888945491594499,0.006011207335710647
North Carolina,Bladen,342500.0,0.4277956204379562,0.5650218978102189,0.007182481751824817
North Carolina,Brunswick,1803500.0,0.3693928472414749,0.6193512614360964,0.01125589132242861
North Carolina,Buncombe,3231380.0,0.5973608798717576,0.3862869733674158,0.016352146760826646
North Carolina,Burke,892040.0,0.2941123716425272,0.6954620869019327,0.010425541455540109
North Carolina,Cabarrus,2344540.0,0.44496575021112883,0.539440572564341,0.015593677224530186
North Carolina,Caldwell,856580.0,0.2392070793154171,0.7499357911695347,0.010857129515048214
North Carolina,Camden,119060.0,0.25818914832857387,0.7243406685704686,0.017470183100957503
North Carolina,Carteret,853900.0,0.283241597376742,0.7033142054104696,0.013444197212788384
North Carolina,Caswell,241020.0,0.40328603435399557,0.5882499377645009,0.00846402788150361
North Carolina,Catawba,1668500.0,0.30792927779442614,0.6783098591549296,0.013760863050644289
North Carolina,Chatham,971980.0,0.5511841807444597,0.43593489577974853,0.012880923475791685
North Carolina,Cherokee,328460.0,0.2181696401388297,0.768921634293369,0.012908725567801255
North Carolina,Chowan,155680.0,0.4171377183967112,0.5743833504624871,0.008478931140801645
North Carolina,Clay,137860.0,0.24648193819817205,0.7416219352966777,0.011896126505150153
North Carolina,Cleveland,1026160.0,0.3304552896234505,0.6587276837920012,0.01081702658454822
North Carolina,Columbus,528920.0,0.35718067004461923,0.6364667624593511,0.006352567496029644
North Carolina,Craven,1061300.0,0.3985301045887119,0.5847922359370583,0.01667765947422972
North Carolina,Cumberland,2943000.0,0.5740332993544003,0.40796466190961606,0.018002038735983685
North Carolina,Currituck,322940.0,0.2598005821514833,0.7219297702359572,0.01826964761255961
North Carolina,Dare,484640.0,0.41003631561571474,0.5751898316275998,0.014773852756685375
North Carolina,Davidson,1770280.0,0.2557335562735838,0.7304833133741556,0.01378313035226066
North Carolina,Davie,506220.0,0.26522065505116355,0.720161194737466,0.014618150211370551
North Carolina,Duplin,454300.0,0.38595641646489104,0.6072198987453225,0.0068236847897864845
North Carolina,Durham,3598280.0,0.8042064541947819,0.1804139755661038,0.015379570239114244
North Carolina,Edgecombe,509540.0,0.6315107744239903,0.36134552733838365,0.007143698237626094
North Carolina,Forsyth,4025400.0,0.561598847319521,0.4226362597505838,0.015764892929895167
North Carolina,Franklin,747020.0,0.42512917994163474,0.559583411421381,0.015287408636984284
North Carolina,Gaston,2309960.0,0.35462951739424065,0.6323312957800135,0.013039186825745903
North Carolina,Gates,119420.0,0.42639423882096805,0.5638921453692849,0.009713615809747111
North Carolina,Graham,93300.0,0.1939978563772776,0.7952840300107182,0.010718113612004287
North Carolina,Granville,631960.0,0.4609468953731249,0.52683714159124,0.012215963035635168
North Carolina,Greene,175060.0,0.4377927567691077,0.5568376556609163,0.0053695875699760085
North Carolina,Guilford,5689720.0,0.6084165828898433,0.3771503694382149,0.014433047671941675
North Carolina,Halifax,515180.0,0.603478395900462,0.39131953880197207,0.005202065297565899
North Carolina,Harnett,1165860.0,0.37899919372823493,0.6034515293431458,0.01754927692861922
North Carolina,Haywood,730840.0,0.3596956926276613,0.6248700125882546,0.01543429478408407
North Carolina,Henderson,1367420.0,0.3979903760366237,0.5855114010326015,0.016498222930774745
North Carolina,Hertford,212680.0,0.6673876246003386,0.32715817190144814,0.005454203498213279
North Carolina,Hoke,432780.0,0.5454965571421969,0.4368501317066408,0.01765331115116225
North Carolina,Hyde,49840.0,0.41974317817014445,0.5690208667736758,0.011235955056179775
North Carolina,Iredell,2047420.0,0.3310312490842133,0.6545799103261666,0.014388840589620108
North Carolina,Jackson,428560.0,0.4475919357849542,0.5299607989546388,0.022447265260406947
North Carolina,Johnston,2227140.0,0.37049309877241665,0.6138186193952783,0.015688281832305112
North Carolina,Jones,110500.0,0.39764705882352935,0.5936651583710407,0.008687782805429863
North Carolina,Lee,580160.0,0.41860865968008826,0.5677399338113623,0.013651406508549365
North Carolina,Lenoir,568180.0,0.4788975324721039,0.513569643422859,0.007532824105037137
North Carolina,Lincoln,1004340.0,0.26433279566680606,0.7236792321325447,0.011987972200649184
North Carolina,Macon,414860.0,0.3003422841440486,0.6850985874752928,0.014559128380658535
North Carolina,Madison,261520.0,0.37480881003364946,0.6102018966044661,0.014989293361884367
North Carolina,Martin,250800.0,0.47137161084529505,0.5208931419457734,0.00773524720893142
North Carolina,Mcdowell,460060.0,0.2535321479806982,0.733947745946181,0.012520106073120898
North Carolina,Mecklenburg,11341060.0,0.6667930510904624,0.31603924148183676,0.017167707427700764
North Carolina,Mitchell,180820.0,0.2065037053423294,0.7842052870257715,0.009291007631899125
North Carolina,Montgomery,256980.0,0.33675772433652423,0.6546034710872441,0.008638804576231613
North Carolina,Moore,1166780.0,0.35617682853665644,0.6301787826325443,0.013644388830799294
North Carolina,Nash,1045420.0,0.4963937938818848,0.4940980658491324,0.009508140268982803
North Carolina,New Hanover,2636600.0,0.5016915724797086,0.48039899871046043,0.017909428809830843
North Carolina,Northampton,202200.0,0.6002967359050445,0.3945598417408507,0.005143422354104846
North Carolina,Onslow,1444700.0,0.33593133522530627,0.6378902194227176,0.02617844535197619
North Carolina,Orange,1699940.0,0.7481911126275044,0.23737308375589727,0.014435803616598233
